tweets;Classification
"JAIR MAÇONARO Kkkkkkkkkkkkkkkkkkkkk #LulaPresidente2022 #Eleicoes2022
	";Negativo
"Isso daqui tbm.... #Eleicoes2022
	";Negativo
"Zombar de gente morrendo ok.Ir num evento de maçonaria não pode, é pecado. #Eleicoes2022 #COVID19
	";Neutro
"Um sonho seria #Eleicoes2022 #segundoturno #Lula #BolsoNey
	";Negativo
"Eleições 2022
	";Negativo
"@jairbolsonaro deixou claro que segundo turno é @LulaOficial   13 L #Eleicoes2022 #segundoturno #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"AYRTON SENNA EXERCENDO SEU DIREITO COMO CIDADÃO . TEMPO VIRIL DE CABINE COM PROPAGANDA DE CERVEJA. #PAZ #Eleicoes2022
	";Neutro
"Com Rodrigo Garcia, Castro e Zema, Bolsonaro aparentemente dobra suas chances de virar a eleição a seu favor. Lula pelo jeito precisará de um milagre… #Eleicoes2022 #Bolsonaro #Lula
	";Neutro
"Não é padre mas pelo menos tá ligado!  #Eleições2022
	";Negativo
"Lula, agora estou mais com vc do que nunca! Bolsonaro satanista não me representa como Cristão Católico! #Eleicoes2022
	";Negativo
" URGENTE: Equipe de Lula está avaliando exibir vídeo de Bolsonaro na maçonaria durante campanha eleitoral, informa a Folha.
	";Neutro
"Padre Paulo Ricardo dizendo que a Maçonaria do Bolsonaro é um perigo para o fiel cristão ASSISTA O VIDEO ATÉ O FIM #Eleicoes2022 Carla Zambelli casamento e Sergio Moro na Maçonaria..... @BaixadorDeVide0 @BaixaEssaPorra manda esse video no facebook
	";Negativo
"BOLSONARO MAÇON! O vídeo é de 2017! Ninguém entra em uma loja maçônica sem ser um. Isso é uma prova! #Eleicoes2022
	";Negativo
"#Eleicoes2022 #Nordeste
	";Negativo
"e aí @MBLivre, apoiam a xenofobia? graças a Deus, vocês mais perderam do que ganharam nessa eleição!!#Eleicoes2022
	";Negativo
"quando vai ser o show?
	";Negativo
"#Eleicoes2022 DEUS ACIMA DE TUDO#LulaPresidente13
	";Negativo
"Relembrando que: Lula sempre apoiou os cristãos. #Eleicoes2022
	";Negativo
"Minha mãe vive submersa em um mundo de fakes bolsonaristas e eu estou chocado? Não… é cansativo? É..Vamos de 13  sem desanimar #Eleicoes2022 #LulaPresidente #LulaNuncaMais
	";Neutro
"Mais de 30 candidatos no país tiveram apenas UM ou ZERO voto, dá para acreditar? Confira quem são neste levantamento da @Agencia_Tatu 
	";Negativo
"O presidente fazendo parte da maçonaria vai me obrigar a votar no nine não estou acreditando nisso briguei com toda minha família pra defender ele e agr acontece isso #Eleicoes2022 #JairMaconaria
	";Negativo
"Happening now. A roundtable with scholars on Brazil's heated presidential election that will go to second round. #brazil #democracy #Eleicoes2022
	";Negativo
"Segundo elempobre não pode ter dignidade #Eleicoes2022
	";Negativo
"Onde está o “racismo estrutural da direita?” Somos todos irmãos.
	";Negativo
"Brasil #Eleicoes2022 4 diputadas indígenas y 1 diputado indígena en la Cámara de diputados.
	";Negativo
"#Eleições2022 | Cinco indígenas são eleitos para a Câmara dos Deputados. A atual deputada Joenia Wapichana, a primeira mulher indígena eleita para a Câmara, não conseguiu a reeleição. #CâmaraeSenadonasEleições2022http://cd.leg.br/2cgmMff
	";Negativo
"Quem diria q iria acontecer uma reviravolta dessas e q Cabo Daciolo estaria falando sério ein#Eleicoes2022 Bolsonaro satanista 
	";Negativo
"TSE conclui hoje apuração das eleições 2022
	";Negativo
"em pleno 2022, ano das eleições, ano da copa do mundo…o que vai ter de mau caráter nesse 2 turno
	";Neutro
"AGORA: No Instagram, coach Pablo Marçal espalha notícia falsa dizendo que PT adotaria livro que ensina crianças a realizarem relações sexuais. Pastor, Pablo chegou a se lançar candidato à presidência, mas teve a candidatura retirada pelo próprio partido e decidiu apoiar Bolsonaro
	";Negativo
"Um ladrão eu aceitoMas o Demônio Nunca!!!!!! Eu sou serva de Deus#Eleicoes2022
	";Negativo
"Não quero ver minha família sendo entregue ao satanás, e com o vídeo do Bolsonaro na maçonaria, meu voto mudou! TRAIDOR DA PÁTRIA! Antes um ladrão do que um anticristo. Segundo turno vou de Lula!
	";Neutro
"CASO a renovação fosse uma decisão apenas do Bzo, o que não é, e ele impedisse, quem estaria transformando o Brasil num regime autoritário, de acesso controlado à mídia? #Eleicoes2022
	";Negativo
"Acaba amanhã a concessão da TV Globo para transmissões. Apesar de Jair Bolsonaro dificultar, isso deve acontecer. O presidente já chegou a falar que a emissora teria dificuldades em renová-la, mas por lei a iniciativa cabe ao Congresso.
	";Neutro
"Ue ja teve 2 turno e eu nao votei?#Eleicoes2022 #fraudenaseleiçoes2022#fraudesnasurnas2022
	";Negativo
"Isso daqui é o que se não é fraude ou será montagem?
	";Negativo
"https://al.sp.gov.br/noticia/?id=275831…#Eleicoes2022 @LulaOficial
	";Negativo
"Alguém me ajuda a fazer um texto dissertativo sobre as eleições 2022.
	";Negativo
"O partido de Jair Bolsonaro triplicou seus deputados estaduais e distritais; PT ocupa a segunda posição. #PL #Parlamento #Eleições #TVCultura
	";Negativo
"eleições 2022
	";Negativo
"alguns usuários pensam que pode usar e abusar poque pensa nossa estou na internet vou usar e abusar porém há regras
	";Negativo
"Eleições 2022: Moro ataca Lula e declara apoio a Bolsonaro no 2º turno
	";Positivo
"Faroeste Caboclo é o que vivemos e essa paródia é sensacional , ouçam até o final . #Eleicoes2022  Link
	";Negativo
"#Eleicoes2022 #storytellingcomdados
	";Negativo
"Diógenes, eu concordo com tudo que você disse em relação ao Ciro tanto nas eleições de 2022 como na de 2018. O brizolismo é base da minha formação política. Mas eu sinceramente acho que o período pra debater e discutir o que aconteceu atrás, não é entre 2 e 30 de outubro.
	";Neutro
"Zema seu podre!  #Eleicoes2022
	";Negativo
"Hora de voltar a uma palavra de ordem: #pragmatismo para vencer de vez as #Eleicoes2022
	";Neutro
"A regra é clara: não se sataniza a maioria e os conservadores mostraram: a) que são maioria; b) que são cada vez mais eleitoralmente conscientes; c) não são uma modinha. Fácil, não?  Quer ganhar eleição? Tem que rebolar.
	";Neutro
"O ano é 2022, época de eleições e @MilFlows nos ensinando o significado de um dos palavrões mais antigos da humanidade. Tudo nessa vida é aprendizado.#AFazenda #AFazenda14
	";Neutro
"PELÉ EXPLICANDO O PALAVRÃO PUTA QUE PARIU !#AFazenda14
	";Negativo
"Eleições 2022: como institutos de pesquisa explicam Bolsonaro subestimado nas sondagenshttps://bbc.in/3C87okS
	";Negativo
"CHUPA SEUS PILANTRAS TRAIDORES LIXOS ....NOSSA PATRIA SERA LIMPA NAO TEM MAIS ESPAÇOS PARA IDIOTAS AVENTUREIROS....ACABOU PRA VOCÊS IMBECISVeja lista de ex-bolsonaristas derrotados nas eleições de 2022
	";Neutro
"Siempre digo que la derecha tiene buen sentido del humor  Esto es muy gracioso #Eleicoes2022
	";Negativo
"Conselheiro questiona mudanças na Petrobras em meio a eleições
	";Negativo
"Brasil vencerá essa batalha. Para o bem de todos, para povo de bem. #Eleicoes2022
	";Neutro
"Muito tenso gente. Não sabia que ele era da maçonaria, ele esqueceu de falar isso quando estava orando no dia 07 de setembro? #Eleicoes2022
	";Neutro
"EITA! Vídeo de Bolsonaro na maçonaria vem à tona. A sociedade discreta tem como membros, Carla Zambelli, Jorginho Mello, entre outros apoiadores de Bolsonaro. Envolvimento com Maçonaria é proibido pelo código de direito canônico da Igreja Católica.
	";Neutro
"APOIO. Romeu Zema, governador reeleito em Minas Gerais, anunciou nesta terça-feira, 4, apoio à candidatura de Jair Bosonaro no segundo turno das eleições 2022. Veja:
	";Positivo
"petrobras: Conselheiro questiona mudanças na Petrobras em meio a eleições
	";Negativo
"o bolsonaro maçom não tava no meu bingo das eleições 2022 mas é honestamente o melhor plot twist possívelcabo daciolo me perdoe pelas vezes que eu ri do senhor
	";Negativo
"Vey o bolsonaro cavou a própria cova!#Eleicoes2022
	";Negativo
"ELEIÇÕES 2022 Lula quer governo com menos PT, mais centro e guinada na economia A senadora Simone Tebet vai apoiar o ex-presidente e é cotada para ocupar um ministério em eventual governo Lula. https://pnbonline.com.br/politica//lula-quer-governo-com-menos-pt-mais-centro-e-guinada-na-economia/87084… #Política #PNBonline
	";Positivo
"#Eleições2022: urnas eletrônicas confirmam forte onda conservadora no Brasil. Partidos como o PL, do presidente Jair Bolsonaro, foram os que mais conquistaram votos nestas eleições. Dos 15 governadores eleitos no primeiro turno, nove são alinhados à direita.#JTCultura
	";Positivo
"O brasileiro é burro e uma prova disso é o tiririca eleito NOVAMENTE#Brasil #Eleicoes2022
	";Negativo
"Você que está indeciso, pense no que é melhor para o Brasil. Verifique todas as informações e lute pela democracia. Vamos eleger um presidente de verdade. #Eleicoes2022 #LulaPresidente2022
	";Neutro
"É assim que começa (Vol. 2 É assim que acaba) + BRINDE https://amzn.to/3Cxgd9o via @amazon #Amazon #Eleicoes2022 #Liverpool
	";Negativo
"Ocorreu um aumento de 20% das eleições de 2018 para 2022 nos votos do ""Nordeste"" à favor do atual Presidente da república.Você concorda que os votos do ""Nordeste"" foram decisivos para a NÃO vitória do candidato Lula no primeiro turno ?Você concorda com o fato citado acima ?
	";Neutro
"Eleições 2022: Pode pedir voto em trânsito para o segundo turno?
	";Negativo
"Já chegou o momento dos meus parentes nordestinos que moram em SP falarem mal do Nordeste?Pára tiu...#Eleicoes2022 #LulaPresidente2022
	";Negativo
"Não há nada mais distante dos ensinamentos de Jesus que o Bolsonarismo#FalsoMessias #eleicoes2022 #Lula13 #Bolsonaro #ExploradordaFé #bolsonaropresidente  #BolsonaroNuncaMais #Fé #Jesus #Cristo #Deus #Igreja #igrejaevangelica #igrejacatolica #iurd #igrejauniversal #Amém
	";Negativo
" #Eleicoes2022
	";Negativo
"Não pense que você vai ter liberdade de se manifestar contra o governo num eventual governo Lula. Eles sabem que gente na rua derruba governo e vão começar a reprimir violentamente as manifestações. Esse é o caminho natural.
	";Neutro
"#Eleicoes2022 #PTNuncaMais
	";Negativo
"Votei na Simone, e não voto NULO! Agora voto Lula.#Eleicoes2022 #SimoneTebet #LulaPresidente2022
	";Negativo
"O que sempre dissemos. Era uma dissimulacao esconder como foi eleito: no bonde do bolsodoria. Sao Paulo tem a chance de escolher o melhor @Haddad_Fernando coerente, democratico, competente e com servicos prestados a nacao. #HaddadGovernadorSP13 #Eleicoes2022
	";Neutro
"Já ouviu falar sobre a perseguição na Nicarágua?#Eleicoes2022
	";Negativo
"E sobre ele apoiar assassino de cristãos? Ainda diz q se identifica e é amigo da família do ditador saudita q proíbe a bíblia e igrejas.
	";Negativo
"bolsonaro satanista primeira imagem de como será o governo dele se ganhar as eleições de 2022 
	";Neutro
"Portal 40 Graus - Destaques - ELEIÇÕES 2022
	";Negativo
"Bolsonaro cortou em pleno Outubro Rosa R$ 19,4 bilhões destinados a prevenção e controle do câncer e reservou esses valores para o orçamento secreto #Eleicoes2022
	";Negativo
"ELEIÇÕES 2022 Vou tentar expressar de forma organizada meus pensamentos sobre o que estamos passando.Noa últimos dias fiquei muito DECEPCIONADO, essa é a palavra, com a influência errada de vertentes políticas dentro da igreja quase como se fosse uma nova doutrina. 
	";Neutro
"http://wanderalmeida.weebly.com/franccedilais.html…""LA VIE SUR LA TERRE, LA VIE MATÉRIELLE EST AMER.LA DOUCEUR QU’ON PENSE Y EXISTIR EST LA PURE APPARENCE .ET VOUS SAUREZ TOUT CELA DANS LACULTURE RATIONNELLE.”http://culturaracional.com.br#GalaxyZFlip4 #instagram#TejRan #Russia #Eleicoes2022 #Eleicao2022
	";Negativo
"Eleições: No 2º turno, Bolsonaro vai atrás de governadores e Lula de presidenciáveis; batalha será no Sudeste#Eleições #Eleições2022 #JairBolsonaro
	";Positivo
"Gente, eu tô passando mal!!  EU ESTOU EM 2022 e o FATOR DE DECISÃO das eleições do meu país é quem ADORA MAIS O SATANÁS..  Eu imagino eu explicando isso pra um Norueguês, Islandês, Sueco.. Meu Deus..
	";Neutro
"Como esse homem tem coragem de falar “Deus acima de tudo”? Ele é um Falso Messias. Deus tem piedade de nós!
	";Neutro
"Olha aqui @TSEjusbr tem que ver, o que tá acontecendo , por q só aqui no meu bairro, mais de 48 PESSOAS foram VOTAR e não conseguiram por que já tinham VOTADO no lugar delas antes,como pode gnt ! é FRAUDE X  FALHA ?#Eleicoes2022 isso em Brasília imagina,em cidades pequenas
	";Neutro
"Tá explicado pq o lula ganhou mais de 50 milhões de votos.#Eleicoes2022 #BolsonaroReeleitoEm2022
	";Neutro
"Lula e seus apoiadores!A volta da saidinha para as vítimas da sociedade!Afinal, a classe trabalhadora é que a opressora!Vai lá isentão e você eleitor limpinho que não gosta do ⁦@jairbolsonaro⁩ : votem nulo, se omitam e depois NÃO RECLAMEM!Isso e o MST te aguardam!!!
	";Neutro
"O @monark todo anarquista de Alphaville, vai votar no Bolsonaro. O Brasil é uma loucura #Bolsonaro #Eleicoes2022 #Monark
	";Negativo
"ABSURDO!!!! ALEM DE MAÇONARIA, O MAÇONARO TA LIGADO COM ASSASSINA DE FAMILIA!!!!COMPARTILHEM COM O MÁXIMO DE PESSOAS POSSÍVEL #BolsonaroMacom #BolsonaroSatanista #Eleicoes2022
	";Neutro
"Não aceitamos a FRAUDE eleitoral que ocorreu em 2022 no primeiro turno. Exigimos do Congresso Nacional a Aprovação em Urgência do Voto Impresso Auditável com Contagem Pública de Votos para a votação em Segundo Turno das eleições de 2022.
	";Neutro
"#LulaNoSegundoTurno #HaddadGovernadorSP13 Vou usar essas tags a exaustao, pq meu espaco serve pra defender o que acredito. E esses sao os melhores projetos para Sao Paulo e Brasil. Quem nao acha que os projetos nao foram divulgados, investigue! #Eleições2022
	";Negativo
" você acha que Lula vai fechar as igrejas???Veja a opinião dele sobre isso#LulaNoSegundoTurno #Eleicoes2022 #LulaPresidente2022
	";Negativo
"top 3 eleições 2022:3. Candidato Padre2. Perfil do nordeste no twitter 1. Bolsonaro num era crente?
	";Negativo
"#MinasGerais #Lula #Eleicoes2022 quem vai votar em Maçonaro???
	";Negativo
"Não é maçaneta hein.. é Maçonaro!! #Eleicoes2022 #maconaria
	";Negativo
"20 segundos no Google, bicho...
	";Negativo
"Eleições 2022: Entenda a eleição para Câmara e Senado em seis gráficos
	";Negativo
"Demorei MUITO para achar, mas realmente acabei de encontrar as especificações, o link ta ai pra quem quiser:
	";Negativo
"Boa tarde aos maçonaricos servos do senhor!!!666#Eleicoes2022
	";Negativo
"Tarcísio é o posto candidato em São Paulo para ganhar e apoia Jair Messias bolsonaro e São Paulo eu creio que a Vitória vem no Rio do presidente Jair Messias bolsonaro
	";Negativo
"#Eleicoes2022 - #Lula, continuamos.
	";Negativo
"Vocês estão ouvindo??? E não é o tabu quebrando não! É o barulho dos crentes chorando por conta do vídeo de Bolsonaro na maçonaria.#Eleicoes2022
	";Negativo
"Já quero ver o Lula usando o vídeo de Bolsonaro na maçonaria em todos os comerciais eleitorais a partir de hoje. #Eleicoes2022
	";Neutro
"Missão da OEA elogia compromisso cívico dos brasileiros em relatório preliminar sobre o 1º turno das Eleições 2022
	";Negativo
"pouca gente sabe mas o cebolinha também é da maçonaria, já li uma revistinha que ele chegou todo atrasado na casa da mônica e falou DEMOLEY bolsonaro estragou até as nossa crianças #Eleicoes2022
	";Negativo
"PALAVRAS DO PADRE PAULO RICARDO SOBRE UM CATÓLICO FAZER PARTE DA MAÇONARIA.BOLSONARO SATANISTA / Fake News / MUITO GRAVE / Baphomet / #Eleicoes2022    / Daciolo / Bozo
	";Negativo
"#LulaPresidente2022 #BolsonaroReeleitoEm2022 #Eleicoes2022 #CiroGomes
	";Negativo
"O problema o Ciro Gomes é que ele formou uma militância crítica.
	";Negativo
"Ai meu Rio de Janeiro....Tão longe de Deus Tão aliado do Biroliro...Escutar o governador eleito dizer que fará do Rio a capital da vitória bolsonarista com a maior diferença é dose!!#Eleicoes2022 #LulaPresidente2022
	";Neutro
"#Eleicoes2022 #BolsonaroReeleitoEm2022 #Bolsonaro22
	";Negativo
"who do you prefer to Brazil election?
	";Negativo
"Triste, mas real!#Eleicoes2022
	";Negativo
"Esse vestido de bandeira do Brasil é o @bibonunes1, também foi derrotado.#Eleicoes2022
	";Negativo
"aki mor
	";Negativo
"A prestação de contas de CARLOS ORLEANS BRANDÃO JÚNIOR, candidato(a) ao cargo de Governador pelo PSB-MA foi atualizada junto ao site do Tribunal Superior Eleitoral (TSE).Mais detalhes #Eleições2022 #DivulgaCandContas #PrestaçãoContasEleitorais #CampanhaEleitoral
	";Neutro
"Em Qual Candidato Ao 2° Turno ao Governo de São Paulo (SP) Você Vai Votar? #Eleições2022
	";Negativo
"Eleições 2022: diversidade avança entre representantes eleitos ao Congresso. Em 2023,  Erika Hilton e Duda Salabert serão as primeiras deputadas transsexuais da história.No entanto, o Legislativo continua muito distante de ser um espelho da população brasileira.#JTCultura
	";Negativo
"VAI FUGIR?  O Governo Bolsonaro cortou a verba contra o câncer, cerca de R$78 MILHÕES.Câncer é a doença que mais mata no país, e o valor é para bancar 'orçamento secreto' em 2023, afirma o Estadão.#Eleicoes2022
	";Neutro
"Bolsonaro maçom KKKKKKKK slk#bolsonaro #BolsonaroMacom #Eleicoes2022
	";Negativo
"A vergonha alheia, meu pai...
	";Negativo
"ATENÇÃO: Castro acaba de confirmar seu apoio a Jair Bolsonaro!#Eleicoes2022
	";Negativo
"#Eleicoes2022  com 70% dos votos para Ciro Gomes mais 30% dos votos para Simone Tebet e 25% dos votos inválidos e Blanco Lula venceria o segundo turno
	";Positivo
"Eleições 2022: Bolsonaro promete 13º do Auxílio Brasil para mulheres em 2023, mas não há verba para benefício; entenda
	";Negativo
"Senador eleito pelo Paraná, o ex-juiz da Lava Jato e ex-ministro da Justiça @SF_Moro (União Brasil) anunciou apoio ao presidente @jairbolsonaro, candidato à reeleição, no 2º turno contra o candidato do PT ao Palácio do Planalto, @LulaOficial.
	";Positivo
"“Ele enxugará dos seus olhos toda lágrima. Não haverá mais morte, nem tristeza, nem choro, nem dor, pois a antiga ordem já passou”. Apocalipse 21:4 #lula2023 #lula2022 #CristaosComLula #Eleicoes2022
	";Negativo
"***CHEFE DO PSDB GAÚCHO (LUCAS REDECEKER) IGNORA FLERTE DE EDUARDO LEITE COM O PT E DECLARA APOIO A JAIR BOLSONARO. #eleicoes2022
	";Negativo
"Bolsonaro correndo e reafirmando as alianças no SUDESTE!Como falei domingo, não deixará o RJ nem MG para palanque!Vai colocar energia em SP!E vai buscar reduzir algo na BA!#Eleicoes2022
	";Negativo
"O presidente que defende a FAMÍLIA de vocês. E ainda usa o nome de DEUS. #Eleicoes2022 #Bolsonaro22 #Brasil
	";Neutro
"CLAMOR PELO BRASIL - Intercessão pelas eleições 2022 - Live Urgente - La... https://youtu.be/KcGYV72hDxc via @YouTube
	";Negativo
"O partido da mentira ataca outra vez!#BolsonaroReeleitoEm2022 #Eleicoes2022
	";Negativo
"Bora Galera, Evangélicos. #Eleicoes2022
	";Negativo
"#DataFolha #CPIDasPesquisas #Eleicoes2022 #Panico #LulaLadrao  #BolsonaroNoPrimeiroTurno22 #fraude
	";Negativo
"URGENTE : PRESIDENTE CHILENO,QUE APOIA LULA,ENVIARÁ PROJETO DE LEI PARA LEGALIZAR O ABORTO NO CHILE. É ISSO QUE VOCÊ QUER?!#Eleicoes2022  #BolsonaroReeleitoEm2022
	";Neutro
"Gente imagina esse homem no poder. Isso é um perigo! #Eleicoes2022
	";Negativo
"Essa contratação foi de peso. O cara que resolveu as finanças de Minas. #Eleicoes2022
	";Neutro
"#Eleições2022: “Estou à disposição de ACM Neto”, diz Bolsonaro sobre apoio no segundo turno
	";Positivo
"A falta de humanidade desse cara é aplaudida por quem se dizer cristão. Se essas coisas graves n incomodam vcs é pq vcs tem a alma totalmente podre e vê a dor do outro te faz muito feliz #Eleicoes2022
	";Negativo
"Eleições 2022: Equipe de Lula avalia exibir na campanha vídeo de Bolsonaro na maçonaria
	";Neutro
"Blog @AndreiaSadi #Lula #Bolsonaro #Eleicoes2022
	";Negativo
"https://espiritismoemmovimento.blogspot.com/2022/10/eleicoes-2022-uma-breve-analise.html…Eleições 2022: uma breve análise#espiritismo #Kardec #LuzEspirita #eleicoes2022
	";Negativo
"AGORA: Cláudio Castro, governador reeleito no RJ, oficializa seu apoio ao presidente Jair Bolsonaro no 2º turno das #Eleições2022
	";Positivo
"Se cada um de nós criarmos uma conta fake de senhora e postar ""misericórdia meu voto agora é do Lula"" e seguir vários gados, quem sabe né ??#Eleicoes2022 #
	";Neutro
"Este é o texto que você queria ler hoje... #Eleicoes2022
	";Negativo
"Ora pois, vai apoiar sozinho. Governador reeleito de Minas, Romeu Zema anuncia apoio a Bolsonaro no segundo turno | Eleições 2022 | G1
	";Positivo
"Sabe pq @jairbolsonaro não tá nem aí se leva as eleições no segundo turno?! Pq ao contrário da maioria dos apoiadores dele ele já tá podre de rico.#Eleicoes2022
	";Positivo
"Eleições 2022 - Saiba quanto custou cada voto por candidato ao Senado Federal em Rondônia https://planetafolha.com.br/?p=64907 via @planetafolha
	";Negativo
"Bora fazer essa aliança logo, pela Democracia!!! #Eleicoes2022
	";Negativo
"Deputados mais jovens têm 21 anos; reeleita por SP, Erundina mantém posto de mais idosa. #Eleições2022#CâmaraeSenadonasEleições2022
	";Negativo
"Coitado do baphomet #Eleicoes2022
	";Negativo
"As vezes pra merda descer, a gente tem que dar descarga duas vezes. #Eleicoes2022 #LulaNoSegundoTurno
	";Negativo
"Eleições 2022: Confira a lista dos 10 deputados estaduais mais votados em Canavieiras https://ift.tt/L3HxdnO
	";Negativo
"Eleições 2022 Ciro Gomes vai apoiar Jair Bolsonaro -  Olha oque ele falo... https://youtu.be/Z5vm-kc0xU4 via @YouTube
	";Negativo
"#ELEICOES2022 #2oTURNO #LulaNoSegundoTurno #TiraVotoDoJair 
	";Negativo
"Eleições 2022: Confira a lista dos 10 deputados federais mais votados em Canavieiras https://ift.tt/2mXvyIt
	";Negativo
"Por isso é que eu digo, o regime republicano serve apenas para resolver os interesses partidários de alguns. Monarquia seria a opção, Brasil! #Eleicoes2022
	";Negativo
"Cecília Meireles faz um bom resumo do que está a ser a eleição no Brasil para a qual toda a CS nos convocou.
	";Negativo
"Por um país que está se restabelecendo, após tantos roubos feitos pelo PT, e pela crise gerada pela COVID.Nessa eleição o nosso presidente terá mais chances de nos representar. O presidente é a voz do povo perante o mundo!  #Eleicoes2022 #AcordaBrasil
	";Neutro
"O time da Legacy é muito bom. Felipe Guerra e Cia mais uma vez brilhando na incerteza. Pegou na veia o primeiro turno das #Eleicoes2022 . Fundo é praticamente obrigatório nas minhas carteiras recomendadas e o melhor: tá ABERTO para captação ainda: https://genialinvestimentos.com.br/onde-investir/fundos-de-investimento/legacy-capital-excellence-fic-fim/…
	";Negativo
"《 Eleições 2022 》Veja resultados do 1º turno nos 645 municípios do estado de São Paulo ==> http://glo.bo/3Cv9zQV #g1SP
	";Negativo
"Caiado foi o mais votado em 240 das 246 cidades de Goiás; veja quais | Eleições 2022 em Goiás | G1
	";Negativo
"Olha o bezerro de ouro revelando quais peças compõe a sua armadura… goxsto e digo mais:-Isto é só o começo da desmascarização dessa farsa. #ForaBolsonaro #elenao #elenunca #Eleicoes2022 #Bolsonaro22
	";Negativo
"Jaçonaro #Eleicoes2022
	";Negativo
"Então Bolsonaro segue a Maçonaria?O papo Deus acima de todos era só campanha política?Isso é MUITO grave! Se cada um mostrar isso para 5 pessoas, até o fim do dia todos saberão a verdade.JAIR NÃO É CRISTÃOJAIR É MAÇON
	";Neutro
" ELEIÇÕES 2022 | Assembleia Legislativa do Paraná terá mais mulheres e mais progressistas em 2023 (Fonte: Brasil de Fato)
	";Negativo
"Tudo começou a dar errado quando a gente atrelou a nossa bandeira um político, não é patriotismo é falta de noção!#Eleicoes2022
	";Negativo
"31 milhões de brasileiros não votaram nas eleições 2022Participar do processo democrático de escolha é cumprir um dever como cidadão, mas, mais que isso, é exercer nosso direito, não deixando que outras pessoas decidam em nosso lugar o futuro do país.https://bancariosdecatanduva.com.br/Noticias/28911
	";Neutro
"Os cara nunca ouviram falar de maçonaria... nem sabem... e nunca foi assunto de nada na narrativa....Poreeeeem era biroliro nehIndependente de lado, a esquerda se aproxima cada vez mais do Goku, sempre se superando#Eleicoes2022
	";Neutro
"Joguei no grupo o negócio da maçonaria e tão tudo surtando KKKKKKK #Eleicoes2022
	";Negativo
"Eleições 2018/2022: comparativo de votos em Mossoró para FEDERAL https://portaldoracional.com.br/eleicoes-2018-2022-comparativo-de-votos-em-mossoro-para-federal/… via @PortaldoRacional
	";Neutro
"Resultado final de la primera vuelta.Lula gana con el 48% de los votos, mientras Bolsonaro se queda con el 43% de los votos.Inicia un mes de campaña para ambos candidatos.#Eleicoes2022 #EleccionesBrasil2022
	";Neutro
"VOCÊ SABIA Para interpretar o Joker, Joaquin Phoenix foi obrigado a viver no Brasil durante as eleições de 2022.
	";Negativo
"Capinha Para Celular Samsung J8 2018 Azul Escuro por R$14,99.  https://shopee.com.br/hnlojas/20011349331… #ShopeeBR #Eleicoes2022 #AFazenda14
	";Negativo
"Espalhem esse vídeo o máximo possível do Bolsonaro na maçonaria para ele perder voto. #Eleicao2022 #Eleicoes2022
	";Negativo
"Eleições 2022: o trinfo eleitoral dos Faro
	";Negativo
"Eleições 2022: Gusttavo Lima fez propaganda para Bolsonaro, afirma o Ministério Público
	";Negativo
"Esse segundo turno vai ser macumbeiro contra satanista #Eleicoes2022 #Brasil
	";Negativo
"O técnico Gilson Kleina não foi eleito Deputado Federal no Paraná. Ele recebeu menos de 1000 votos, insuficiente até para se tornar vereador.#GilsonKleina #Eleições2022 #GanemSports
	";Negativo
"O país inteiro aguarda as providências do @TSEjusbr sobre a onda de fakenews disparada nos últimos 2 dias. Não adianta apenas o tribunal apenas reproduzir o material dos checadores que desmascaram as desinformações. #Eleicoes2022
	";Negativo
"Nem foram descobertas fraudes do tal ""voto de rebanho"" tampouco Exército pediu ""código-fonte"" porque descobriu algo. Entenda o caso aqui: https://boatos.org/politica/exercito-pediu-codigo-fonte-das-urnas-eletronicas-porque-descobriu-fraude-voto-de-rebanho.html…
	";Neutro
"Governador reeleito de Minas oficializa apoio a Bolsonaro. #noticia #politicoeconomico #Eleições2022 #segundoturno #BOLSONAROhttps://kwai-video.com/p/5pbwn9Ch Achei um vídeo bem legal no Kwai . Venha conferir!
	";Negativo
"Governo Bolsonaro corta verba contra o câncer para bancar orçamento secreto em 2023. Verba da saúde! Verba de quem precisa!!! Que vergonha. #Eleicoes2022
	";Neutro
"Resultados finales de las #eleições2022: Lula gana a Bolsonaro por más de cinco puntos (48,43% frente a 43,2%), con 6,1 millones de votos de diferencia. Lula se ha quedado a algo más de 1,8 millones de votos de la mayoría absoluta.
	";Neutro
"Todos temos direito de acreditar no que quiser, porém, nunca prejudicar o próximo. Religião que o diga, não julgue por suas crenças, e sim, pelo seus atos. Olha aí, tanto ofendeu que caiu em tentação.#Eleicoes2022
	";Neutro
" Conforme publicado pelo Portal O Poder em 12 de agosto deste ano, em quatro anos, o patrimônio de Sampaio cresceu 367,5%#OPoder #compartilhe #roraima #rr #eleições2022
	";Neutro
"Faz muito sentido tudo isso que o Cabo Daciolo disse. Bolsonaro e a Maçonaria teriam enganado todo o Brasil?
	";Negativo
"Foi bonita a entrevista do @deciolimapt muita calma e transparência. Vote em quem está preparado para governar. Vote 13 para governador e 13 para presidente da república. #Eleicoes2022 #HouseOfTheDragon #LulaPresidente2022 #DécioGovernador #Nsctv
	";Negativo
"JAIR MAÇONARIABolsonaro satanista#Eleicoes2022 #EleicoesBrasil2022
	";Negativo
"Acho que vou ser bloqueado no Twitter por questionar sobre fraude nas eleições de 2022. Abaixo a ditadura do STF e TSE. Viva a  Liberdade Brasil
	";Neutro
